INSTNM,CITY,STABBR,INSTURL,LOCALE,MENONLY,WOMENONLY,SATVR75,SATMT75,SATWR75,ACTCM75,SAT_AVG,GRAD_DEBT_MDN
Brown Aveda Institute-Rocky River,Rocky River,OH,www.brownaveda.com,21,0,0,NULL,NULL,NULL,NULL,NULL,11847.5
Clary Sage College,Tulsa,OK,www.clarysagecollege.com,11,0,0,NULL,NULL,NULL,NULL,NULL,11937
Broadview University-Layton,Layton,UT,www.broadviewuniversity.edu/,21,0,0,NULL,NULL,NULL,NULL,NULL,28458
International Academy of Design and Technology-Sacramento,Sacramento,CA,www.iadt.edu/sacramento,11,0,0,NULL,NULL,NULL,NULL,NULL,27230
University of Phoenix-Alabama,Birmingham,AL,www.phoenix.edu,13,0,0,NULL,NULL,NULL,NULL,NULL,33000
Sanford-Brown College-San Antonio,San Antonio,TX,www.sanfordbrown.edu/san-antonio,11,0,0,NULL,NULL,NULL,NULL,NULL,27230
University of Phoenix-Washington DC,Washington,DC,www.phoenix.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,33000
Argosy University-Inland Empire,Ontario,CA,www.argosy.edu/inland-empire-california/default.aspx,12,0,0,NULL,NULL,NULL,NULL,NULL,24750
Argosy University-Nashville,Nashville,TN,www.argosy.edu/nashville/,11,0,0,NULL,NULL,NULL,NULL,NULL,24750
Argosy University-San Diego,San Diego,CA,www.argosy.edu/sandiego,11,0,0,NULL,NULL,NULL,NULL,NULL,24750
Rasmussen College-Wisconsin,Green Bay,WI,rasmussen.edu,12,0,0,NULL,NULL,NULL,NULL,NULL,21163
Empire Beauty School-Lisle,Lisle,IL,www.empire.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,10050
Empire Beauty School-Richmond,Richmond,VA,www.empire.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,10050
Empire Beauty School-North Hills,Pittsburgh,PA,www.empire.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,9833
Empire Beauty School-Concord,Concord,NC,www.empire.edu,13,0,0,NULL,NULL,NULL,NULL,NULL,9833
Empire Beauty School-Arlington Heights,Arlington Heights,IL,www.empire.edu,13,0,0,NULL,NULL,NULL,NULL,NULL,11058
Lexington Healing Arts Academy,Lexington,KY,www.lexingtonhealingarts.com,11,0,0,NULL,NULL,NULL,NULL,NULL,7600
Empire Beauty School-Hooksett,Hooksett,NH,www.empirebeautyschools.com,22,0,0,NULL,NULL,NULL,NULL,NULL,11114
The Institute of Beauty and Wellness,Milwaukee,WI,www.ibw.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,8000
InterCoast Colleges-Carson,Carson,CA,www.intercoast.edu/locations/carson,13,0,0,NULL,NULL,NULL,NULL,NULL,10828
InterCoast Career Institute-South Portland,South Portland,ME,www.intercoast.edu,41,0,0,NULL,NULL,NULL,NULL,NULL,10828
Carrington College-Stockton,Stockton,CA,www.carrington.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,12218.5
Carrington College-Citrus Heights,Citrus Heights,CA,www.carrington.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,12218.5
Euphoria Institute of Beauty Arts & Sciences-Summerlin,Las Vegas,NV,www.lincolnedu.com/campus/las-vegas-summerlin-nv,11,0,0,NULL,NULL,NULL,NULL,NULL,9500
Euphoria Institute of Beauty Arts & Sciences-Green Valley,Henderson,NV,www.lincolnedu.com/campus/henderson-green-valley-nv,11,0,0,NULL,NULL,NULL,NULL,NULL,9500
Empire Beauty School-Portsmouth,Portsmouth,NH,www.empirebeautyschools.com/,23,0,0,NULL,NULL,NULL,NULL,NULL,9833
LIU Riverhead,Riverhead,NY,liu.edu/Riverhead,41,0,0,NULL,NULL,NULL,NULL,NULL,25499
Regency Beauty Institute-Lakewood,Lakewood,CO,www.regency.edu,12,0,0,NULL,NULL,NULL,NULL,NULL,14144
Regency Beauty Institute-Westminster,Westminster,CO,www.regency.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,14144
Regency Beauty Institute-Avon,Indianapolis,IN,www.regency.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,14144
Regency Beauty Institute-Joliet,Joliet,IL,www.regency.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,14144
Regency Beauty Institute-Rockford,Rockford,IL,www.regency.edu,12,0,0,NULL,NULL,NULL,NULL,NULL,14144
Regency Beauty Institute-Greenfield,Greenfield,WI,www.regency.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,14144
Regency Beauty Institute-Metro Center,Phoenix,AZ,www.regency.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,14144
Regency Beauty Institute-East Tucson,Tucson,AZ,www.regency.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,14144
Regency Beauty Institute-Tri-County,Springdale,OH,www.regency.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,14144
Regency Beauty Institute-Eastgate,Cincinnati,OH,www.regency.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,14144
Regency Beauty Institute-Topeka,Topeka,KS,www.regency.edu,12,0,0,NULL,NULL,NULL,NULL,NULL,14144
Columbia Southern University,Orange Beach,AL,www.columbiasouthern.edu,31,0,0,NULL,NULL,NULL,NULL,NULL,16405
Arizona Summit Law School,Phoenix,AZ,www.azsummitlaw.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Arizona Culinary Institute,Scottsdale,AZ,www.azculinary.edu,12,0,0,NULL,NULL,NULL,NULL,NULL,9500
InfoTech Career College,Paramount,CA,www.infotech.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,9204
Trident University International,Cypress,CA,www.trident.edu/,21,0,0,NULL,NULL,NULL,NULL,NULL,8920
Coastline Beauty College,Fountain Valley,CA,www.coastlinebeauty.edu,13,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Career College Consultants,Los Angeles,CA,career-college.edu/,11,0,0,NULL,NULL,NULL,NULL,NULL,9500
San Diego College,San Diego,CA,www.sandiegocollege.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,9077
Montessori Casa International,Denver,CO,www.mcidenver.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,NULL
Branford Academy of Hair and Cosmetology,Branford,CT,www.branfordacademy.com,21,0,0,NULL,NULL,NULL,NULL,NULL,12873
Academy of Massage and Bodywork,Bear,DE,www.massage-academy.com,21,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Digital Media Arts College,Boca Raton,FL,www.dmac.edu,13,0,0,NULL,NULL,NULL,NULL,NULL,41890
Academy for Five Element Acupuncture,Gainesville,FL,www.acupuncturist.edu,12,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Academy of Career Training,Kissimmee,FL,academyofcareertraining.com,13,0,0,NULL,NULL,NULL,NULL,NULL,5805
Management Resources College,Miami,FL,www.mrc.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,12182
Paul Mitchell the School-Miami,Miami,FL,miami.paulmitchell.edu,13,0,0,NULL,NULL,NULL,NULL,NULL,11976
Wolford College,Naples,FL,www.wolford.edu/,21,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Aveda Institute-South Florida,Davie,FL,www.aisouth.com,21,0,0,NULL,NULL,NULL,NULL,NULL,13156
Aveda Institute-Tallahassee,Tallahassee,FL,www.aisouth.com,12,0,0,NULL,NULL,NULL,NULL,NULL,11196
Shear Excellence Hair Academy,Tampa,FL,shearexcellhairacademy.org,21,0,0,NULL,NULL,NULL,NULL,NULL,9500
Carlson College of Massage Therapy,Anamosa,IA,www.carlsoncollege.com,42,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
SOLEX Medical Academy,Chicago,IL,massage.solex.edu/,11,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
MyComputerCareer.com-Indianapolis,Indianapolis,IN,www.MyComputerCareer.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,9236
Z Hair Academy,Lawrence,KS,www.zhairacademy.com/,13,0,0,NULL,NULL,NULL,NULL,NULL,10500
DiGrigoli School of Cosmetology,West Springfield,MA,www.digrigoli.com,21,0,0,NULL,NULL,NULL,NULL,NULL,6565.5
Millennium Training Institute,Woburn,MA,www.millennium.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,7721
Gallery College of Beauty,Clinton Township,MI,gallerycollegeofbeauty.com,21,0,0,NULL,NULL,NULL,NULL,NULL,6333
Lakewood School of Therapeutic Massage,Port Huron,MI,lakewoodschool.com,23,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
The Salon Spa Academy,Battle Creek,MI,www.thesalonspaacademy.com,13,0,0,NULL,NULL,NULL,NULL,NULL,9833
Trend Setters School of Cosmetology,Cape Girardeau,MO,www.trendsettersschool.com,13,0,0,NULL,NULL,NULL,NULL,NULL,14897
Academy of Hair Design-Springfield,Springfield,MO,aohd.com/,12,0,0,NULL,NULL,NULL,NULL,NULL,7917
Corinth Academy of Cosmetology,Corinth,MS,corinthacademyofcosmetology.net,33,0,0,NULL,NULL,NULL,NULL,NULL,5500
Southeastern Institute-Charlotte,Charlotte,NC,www.southeasterninstitute.com,11,0,0,NULL,NULL,NULL,NULL,NULL,9500
Gentle Healing School of Massage,Cranbury,NJ,www.gentlehealingschool.com,21,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Yeshivas Be'er Yitzchok,Elizabeth,NJ,www.elizabethkollel.org/,21,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Yeshiva Toras Chaim,Lakewood,NJ,NULL,21,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Talmudical Seminary of Bobov,Brooklyn,NY,NULL,11,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
New York Methodist Hospital Center for Allied Health Education,Brooklyn,NY,www.nymahe.org,11,0,0,NULL,NULL,NULL,NULL,NULL,12000
Monroe 2 Orleans BOCES-Center for Workforce Development,Rochester,NY,www.monroe2cwd.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,5956
Aveda Fredric's Institute-Cincinnati,West Chester,OH,www.avedafredricsinstitute.com/,21,0,0,NULL,NULL,NULL,NULL,NULL,9819.5
MyComputerCareer.com-Columbus,Westerville,OH,www.mycomputercareer.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,9236
CDE Career Institute,Tannersville,PA,www.cde.edu,23,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Instituto Educativo Premier,Ponce,PR,premierponce.com/,12,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Charleston School of Law,Charleston,SC,www.charlestonlaw.edu/,12,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Elite College of Cosmetology,Lexington,TN,www.elitecollegeofcosmetology.com,32,0,0,NULL,NULL,NULL,NULL,NULL,6100
Memphis Institute of Barbering,Memphis,TN,www.thebarberschool.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,12367.5
Manuel and Theresa's School of Hair Design-Bryan,Bryan,TX,www.manuelandtheresasschoolofhair.com/,13,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Southwest University at El Paso,El Paso,TX,southwestuniversity.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,12000
Paul Mitchell the School-Austin,Austin,TX,https://austin.paulmitchell.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,9833
Aveda Institute-Provo,Provo,UT,avedainstituteprovo.com/,12,0,0,NULL,NULL,NULL,NULL,NULL,10555
Dixie Applied Technology College,Saint George,UT,dxatc.edu/,13,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Dominion School of Hair Design,Gloucester Point,VA,www.dominionschoolofhairdesign.com,21,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Victoria's Academy of Cosmetology,Kennewick,WA,victoriasacademy.com,13,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Inland Massage Institute,Spokane,WA,www.inlandmassage.com/School.htm,12,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Sunnyside Beauty Academy,Sunnyside,WA,sunnysidebeautyacademy.com,32,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Wisconsin Academy,Peshtigo,WI,peshtigo.paulmitchell.edu,32,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
The Art Institute of Pittsburgh-Online Division,Pittsburgh,PA,www.aionline.edu/,11,0,0,NULL,NULL,NULL,NULL,NULL,37512
University of South Florida-Sarasota-Manatee,Sarasota,FL,usfsm.edu/,21,0,0,620,590,580,26,1105,19500
Brown Mackie College-Indianapolis,Indianapolis,IN,www.brownmackie.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,22141.5
CollegeAmerica-Cheyenne,Cheyenne,WY,www.collegeamerica.edu,13,0,0,NULL,NULL,NULL,NULL,NULL,27235.5
Paul Mitchell the School-San Antonio,San Antonio,TX,school.paulmitchell.edu/san-antonio-tx/,11,0,0,NULL,NULL,NULL,NULL,NULL,12325
Centro de Estudios Multidisciplinarios-Bayamon,Bayamón,PR,www.cempr.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,2525
Bryant & Stratton College-Wauwatosa,Wauwatosa,WI,www.bryantstratton.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,24200
Minnesota School of Business-Blaine,Blaine,MN,www.msbcollege.edu/,41,0,0,NULL,NULL,NULL,NULL,NULL,27889
The Art Institute of Michigan,Novi,MI,www.artinstitutes.edu/detroit/,13,0,0,NULL,NULL,NULL,NULL,NULL,29050
The Art Institute of Austin,Austin,TX,www.artinstitutes.edu/austin/,13,0,0,NULL,NULL,NULL,NULL,NULL,30750
Argosy University-The Art Institute of California-Silicon Valley,Sunnyvale,CA,www.artinstitutes.edu/silicon-valley/,12,0,0,NULL,NULL,NULL,NULL,NULL,24750
Remington College-Houston Southeast Campus,Webster,TX,www.remingtoncollege.edu/houston-career-schools-overview,21,0,0,NULL,NULL,NULL,NULL,NULL,9500
Remington College-Shreveport Campus,Shreveport,LA,www.remingtoncollege.edu/shreveport-career-school-overview,12,0,0,NULL,NULL,NULL,NULL,NULL,9500
National American University-Austin,Austin,TX,www.national.edu/locations/campuses/austin/,11,0,0,NULL,NULL,NULL,NULL,NULL,33523
National American University-Wichita,Wichita,KS,www.national.edu/,11,0,0,NULL,NULL,NULL,NULL,NULL,33523
Fortis College-Landover,Landover,MD,www.fortiscollege.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,13000
Jenny Lea Academy of Cosmetology,Johnson City,TN,www.jennyleaacademy.com,13,0,0,NULL,NULL,NULL,NULL,NULL,7917
ITT Technical Institute-Cary,Cary,NC,www.itt-tech.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,25827.5
ITT Technical Institute-Madison,Madison,AL,www.itt-tech.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,25827.5
ITT Technical Institute-Clive,Clive,IA,www.itt-tech.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,25827.5
ITT Technical Institute-Columbus,Columbus,OH,www.itt-tech.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,25827.5
ITT Technical Institute-Phoenix,Phoenix,AZ,www.itt-tech.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,25827.5
ITT Technical Institute-Madison,Madison,WI,www.itt-tech.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,25827.5
ITT Technical Institute-High Point,High Point,NC,www.itt-tech.edu,12,0,0,NULL,NULL,NULL,NULL,NULL,25827.5
The Hair Academy,Bismarck,ND,thehairacademynd.com,13,0,0,NULL,NULL,NULL,NULL,NULL,11706
The Art Institutes International–Kansas City,Lenexa,KS,www.artinstitutes.edu/kansascity/,21,0,0,NULL,NULL,NULL,NULL,NULL,22141.5
The Art Institute of Raleigh-Durham,Durham,NC,www.artinstitutes.edu/raleigh-durham,12,0,0,NULL,NULL,NULL,NULL,NULL,25167
Le Cordon Bleu College of Culinary Arts-Sacramento,Sacramento,CA,www.chefs.edu/Sacramento,11,0,0,NULL,NULL,NULL,NULL,NULL,11250
Le Cordon Bleu College of Culinary Arts-Seattle,Tukwila,WA,www.chefs.edu/seattle,21,0,0,NULL,NULL,NULL,NULL,NULL,11250
Le Cordon Bleu College of Culinary Arts-Cambridge,Cambridge,MA,www.chefs.edu/boston,12,0,0,NULL,NULL,NULL,NULL,NULL,16205
Le Cordon Bleu College of Culinary Arts-Dallas,Dallas,TX,www.chefs.edu/dallas,11,0,0,NULL,NULL,NULL,NULL,NULL,11250
Ross Medical Education Center-New Baltimore,New Baltimore,MI,www.rosseducation.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,9500
Ross College-Sylvania,Sylvania,OH,www.rosseducation.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,9500
Argosy University-Salt Lake City,Draper,UT,www.argosy.edu/locations/salt-lake-city/default.aspx,21,0,0,NULL,NULL,NULL,NULL,NULL,24750
Escuela De Troqueleria Y Herramentaje,Bayamon,PR,escuelatroqueleria.jimdo.com,21,0,0,NULL,NULL,NULL,NULL,NULL,NULL
Virginia College-Montgomery,Montgomery,AL,www.vc.edu/campus/montgomery-alabama-college.cfm,12,0,0,NULL,NULL,NULL,NULL,NULL,18331
Fortis Institute-Nashville,Nashville,TN,www.fortis.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,11875
Beckfield College-Tri-County,Springdale,OH,www.beckfield.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,23575
Elite Welding Academy LLC,Cincinnati,OH,www.eliteweldingacademy.com,21,0,0,NULL,NULL,NULL,NULL,NULL,9317
Galen College of Nursing-Cincinnati,Cincinnati,OH,www.galencollege.edu/cincinnati,21,0,0,NULL,NULL,NULL,NULL,NULL,20000
Pinnacle Career Institute-North Kansas City,Kansas City,MO,www.pcitraining.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,12204.5
Strayer University-North Carolina,Morrisville,NC,www.strayer.edu/north-carolina/rtp,21,0,0,NULL,NULL,NULL,NULL,NULL,36173.5
Strayer University-New Jersey,Cherry Hill,NJ,www.strayer.edu/new-jersey/cherry-hill,21,0,0,NULL,NULL,NULL,NULL,NULL,36173.5
American National University-Dayton,Kettering,OH,https://www.an.edu/locations/dayton-oh/,21,0,0,NULL,NULL,NULL,NULL,NULL,27167
American National University-Youngstown,Youngstown,OH,https://www.an.edu/locations/youngstown-oh/,21,0,0,NULL,NULL,NULL,NULL,NULL,27167
American National University-Cincinnati,Cincinnati,OH,https://www.an.edu/locations/cincinnati-oh/,11,0,0,NULL,NULL,NULL,NULL,NULL,27167
National College-Stow,Stow,OH,www.national-college.edu/locations/akron-oh/,21,0,0,NULL,NULL,NULL,NULL,NULL,29318
Harris School of Business-Hamilton Campus,Hamilton,NJ,harrisschool.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,8775
Empire Beauty School-Eden Prairie,Eden Prairie,MN,www.empire.edu,13,0,0,NULL,NULL,NULL,NULL,NULL,10453.5
Ohio Business College-Hilliard,Hilliard,OH,www.ohiobusinesscollege.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,11250
The Ohio Media School-Columbus,Columbus,OH,beonair.com/columbus,21,0,0,NULL,NULL,NULL,NULL,NULL,9500
Ohio Technical College-PowerSport Institute,North Randall,OH,www.ohiotech.edu/powersportinstitute/,21,0,0,NULL,NULL,NULL,NULL,NULL,13000
Toledo Restaurant Training Center,Toledo,OH,www.trtcoh.org,11,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Dade Medical College-Miami Lakes,Miami Lakes,FL,dademedicalcollege.com,21,0,0,NULL,NULL,NULL,NULL,NULL,25430
The King’s College,New York,NY,www.tkc.edu,11,0,0,640,580,620,27,1127,23250
Chamberlain College of Nursing-Illinois,Addison,IL,www.chamberlain.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,24581
Chamberlain College of Nursing-Ohio,Columbus,OH,www.chamberlain.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,24581
Chamberlain College of Nursing-Arizona,Phoenix,AZ,www.chamberlain.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,24581
Career Quest Learning Centers-Jackson,Jackson,MI,www.careerquest.edu,13,0,0,NULL,NULL,NULL,NULL,NULL,9500
Regency Beauty Institute-Fort Collins,Fort Collins,CO,www.regency.edu,12,0,0,NULL,NULL,NULL,NULL,NULL,14144
Regency Beauty Institute-Tolleson,Phoenix,AZ,www.regency.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,14144
Regency Beauty Institute-Pasadena,Pasadena,TX,www.regency.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,14144
Regency Beauty Institute-Dayton,Dayton,OH,www.regency.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,14144
Regency Beauty Institute-Akron,Akron,OH,www.regency.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,14144
Regency Beauty Institute-Detroit Southgate,Southgate,MI,www.regency.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,14144
Regency Beauty Institute-Flint,Flint,MI,www.regency.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,14144
Regency Beauty Institute-Grand Rapids,Walker,MI,www.regency.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,14144
Regency Beauty Institute-Cypresswood,Spring,TX,www.regency.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,14144
Bryan University,Rogers,AR,www.bryanu.edu,13,0,0,NULL,NULL,NULL,NULL,NULL,24056
Regency Beauty Institute-Austin,Austin,TX,www.regency.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,14144
Regency Beauty Institute-Mesa,Mesa,AZ,www.regency.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,14144
Regency Beauty Institute-Nashville,Antioch,TN,www.regency.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,14144
Regency Beauty Institute-Charlotte,Charlotte,NC,www.regency.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,14144
Regency Beauty Institute-North Olmsted,North Olmsted,OH,www.regency.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,14144
Regency Beauty Institute-Columbus,Columbus,OH,www.regency.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,14144
Regency Beauty Institute-Elgin,Elgin,IL,www.regency.edu,12,0,0,NULL,NULL,NULL,NULL,NULL,14144
The Salon Professional Academy-Appleton,Appleton,WI,www.tspaappleton.com,22,0,0,NULL,NULL,NULL,NULL,NULL,12908.5
Milan Institute of Cosmetology-Fairfield,Fairfield,CA,www.milaninstitute.edu,12,0,0,NULL,NULL,NULL,NULL,NULL,12761.5
Milan Institute of Cosmetology-Reno,Reno,NV,www.milaninstitute.edu,12,0,0,NULL,NULL,NULL,NULL,NULL,12761.5
Milan Institute of Cosmetology-Visalia,Visalia,CA,www.milaninstitute.edu,12,0,0,NULL,NULL,NULL,NULL,NULL,12761.5
Ottawa University-Online,Ottawa,KS,www.ottawa.edu/,32,0,0,NULL,NULL,NULL,NULL,NULL,22000
Broadview University-Orem,Orem,UT,www.broadviewuniversity.edu/,13,0,0,NULL,NULL,NULL,NULL,NULL,28458
Paul Mitchell the School-Esani,Roswell,GA,www.esani.com,13,0,0,NULL,NULL,NULL,NULL,NULL,10667
Institute of Production and Recording,Minneapolis,MN,www.ipr.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,15511
Virginia College-Greenville,Greenville,SC,www.vc.edu/campus/greenville-south-carolina-college.cfm,13,0,0,NULL,NULL,NULL,NULL,NULL,18331
Paul Mitchell the School-Birmingham,Hoover,AL,birmingham.paulmitchell.edu,13,0,0,NULL,NULL,NULL,NULL,NULL,16500
Taft University System,Denver,CO,www.taftu.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Mayfield College,Cathedral City,CA,www.mayfieldcollege.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,9025
International Polytechnic Institute,Calexico,CA,www.ccac-vtc.org,22,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Academy of Esthetics and Cosmetology,San Fernando,CA,www.academyofestheticsandcosmetology.com,21,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
International Professional School of Bodywork,San Diego,CA,www.ipsb.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Borner's Barber College,Los Angeles,CA,www.bornersbarbercollege.com,11,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Paul Mitchell the School-Pasadena,Pasadena,CA,pasadena.paulmitchell.edu,12,0,0,NULL,NULL,NULL,NULL,NULL,14452
San Francisco Institute of Esthetics & Cosmetology Inc,San Francisco,CA,www.sfiec.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,10556
Laurus College,San Luis Obispo,CA,www.lauruscollege.edu,13,0,0,NULL,NULL,NULL,NULL,NULL,6333
Healing Hands School of Holistic Health,Escondido,CA,www.healinghandsschool.com,21,0,0,NULL,NULL,NULL,NULL,NULL,9348
Career Development Institute Inc,Los Angeles,CA,www.careerdevelopmentinstitute.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,16873
Auguste Escoffier School of Culinary Arts-Boulder,Boulder,CO,www.escoffier.edu,13,0,0,NULL,NULL,NULL,NULL,NULL,9500
Aspen University,Denver,CO,www.aspen.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Institute of Taoist Education and Acupuncture,Louisville,CO,www.itea.edu,23,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
National Beauty College,Denver,CO,www.nationalbeautycollege.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Denver School of Nursing,Denver,CO,www.denverschoolofnursing.edu/,11,0,0,NULL,NULL,NULL,NULL,NULL,25000
Cambridge Institute of Allied Health & Technology,Delray Beach,FL,www.cambridgehealth.edu/,21,0,0,NULL,NULL,NULL,NULL,NULL,20000
Cozmo Beauty School,Bonita Springs,FL,www.cozmo.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,9500
Orion College,Plantation,FL,https://orioncollege.org/,21,0,0,NULL,NULL,NULL,NULL,NULL,9500
